CODE NAME,CODE VALUE,DESCRIPTION
ASM_RSP33,4,Rara vez o nunca
ASM_RSP33,87,No se / no estoy segura
ASM_RSP33,88,No Contesto
ASM_RSP34,1,Nunca (pase a la Pregunta 2)
ASM_RSP34,10,5 o mas veces al dia
ASM_RSP34,2,1-3 veces el mes pasado
ASM_RSP34,3,1-2 veces por semana
ASM_RSP34,4,3-4 veces por semana
ASM_RSP34,5,5-6 veces por semana
ASM_RSP34,6,1 vez al dia
ASM_RSP34,7,2 veces al dia
ASM_RSP34,8,3 veces al dia
ASM_RSP34,87,No se/ no estoy segura
ASM_RSP34,88,No Contesto
ASM_RSP34,9,4 veces al dia
ASM_RSP35,1,Nunca (pase a la Pregunta 3)
ASM_RSP35,10,5 o mas veces al dia
ASM_RSP35,2,1-3 veces el mes pasado
ASM_RSP35,3,1-2 veces por semana
ASM_RSP35,4,3-4 veces por semana
ASM_RSP35,5,5-6 veces por semana
ASM_RSP35,6,1 vez al dia
ASM_RSP35,7,2 veces al dia
ASM_RSP35,8,3 veces al dia
ASM_RSP35,87,No se/ no estoy segura
ASM_RSP35,88,No Contesto
ASM_RSP35,9,4 veces al dia
ASM_RSP36,1,Nunca (pase a la Pregunta 4)
ASM_RSP36,10,5 o mas veces al dia
ASM_RSP36,2,1-3 veces el mes pasado
ASM_RSP36,3,1-2 veces por semana
ASM_RSP36,4,3-4 veces por semana
ASM_RSP36,5,5-6 veces por semana
ASM_RSP36,6,1 vez al dia
ASM_RSP36,7,2 veces al dia
ASM_RSP36,8,3 veces al dia
ASM_RSP36,87,No se/ no estoy segura
ASM_RSP36,88,No Contesto
ASM_RSP36,9,4 veces al dia
ASM_RSP37,1,Nunca (pase a la Pregunta 5)
ASM_RSP37,10,5 o mas veces al dia
ASM_RSP37,2,1-3 veces el mes pasado
ASM_RSP37,3,1-2 veces por semana
ASM_RSP37,4,3-4 veces por semana
ASM_RSP37,5,5-6 veces por semana
ASM_RSP37,6,1 vez al dia
ASM_RSP37,7,2 veces al dia
ASM_RSP37,8,3 veces al dia
ASM_RSP37,87,No se/ no estoy segura
ASM_RSP37,88,No Contesto
ASM_RSP37,9,4 veces al dia
ASM_RSP38,1,Nunca (pase a la Pregunta 6)
ASM_RSP38,10,5 o mas veces al dia
ASM_RSP38,2,1-3 veces el mes pasado
ASM_RSP38,3,1-2 veces por semana
ASM_RSP38,4,3-4 veces por semana
ASM_RSP38,5,5-6 veces por semana
ASM_RSP38,6,1 vez al dia
ASM_RSP38,7,2 veces al dia
ASM_RSP38,8,3 veces al dia
ASM_RSP38,87,No se/ no estoy segura
ASM_RSP38,88,No Contesto
ASM_RSP38,9,4 veces al dia
ASM_RSP39,1,Nunca (pase a la Pregunta 7)
ASM_RSP39,10,5 o mas veces al dia
ASM_RSP39,2,1-3 veces el mes pasado
ASM_RSP39,3,1-2 veces por semana
ASM_RSP39,4,3-4 veces por semana
ASM_RSP39,5,5-6 veces por semana
ASM_RSP39,6,1 vez al dia
ASM_RSP39,7,2 veces al dia
ASM_RSP39,8,3 veces al dia
ASM_RSP39,87,No se/ no estoy segura
ASM_RSP39,88,No Contesto
ASM_RSP39,9,4 veces al dia
ASM_RSP40,1,Nunca (pase a la Pregunta 8)
ASM_RSP40,10,5 o mas veces al dia
ASM_RSP40,2,1-3 veces el mes pasado
ASM_RSP40,3,1-2 veces por semana
ASM_RSP40,4,3-4 veces por semana
ASM_RSP40,5,5-6 veces por semana
ASM_RSP40,6,1 vez al dia
ASM_RSP40,7,2 veces al dia
ASM_RSP40,8,3 veces al dia
ASM_RSP40,87,No se/ no estoy segura
ASM_RSP40,88,No Contesto
ASM_RSP40,9,4 veces al dia
ASM_RSP41,1,Nunca (pase a la Pregunta 9)
ASM_RSP41,10,5 o mas veces al dia
ASM_RSP41,2,1-3 veces el mes pasado
ASM_RSP41,3,1-2 veces por semana
ASM_RSP41,4,3-4 veces por semana
ASM_RSP41,5,5-6 veces por semana
ASM_RSP41,6,1 vez al dia
ASM_RSP41,7,2 veces al dia
ASM_RSP41,8,3 veces al dia
ASM_RSP41,87,No se/ no estoy segura
ASM_RSP41,88,No Contesto
ASM_RSP41,9,4 veces al dia
ASM_RSP42,1,Nunca (pase a la Pregunta 10)
ASM_RSP42,10,5 o mas veces al dia
ASM_RSP42,2,1-3 veces el mes pasado
ASM_RSP42,3,1-2 veces por semana
ASM_RSP42,4,3-4 veces por semana
ASM_RSP42,5,5-6 veces por semana
ASM_RSP42,6,1 vez al dia
ASM_RSP42,7,2 veces al dia
ASM_RSP42,8,3 veces al dia
ASM_RSP42,87,No se/ no estoy segura
ASM_RSP42,88,No Contesto
ASM_RSP42,9,4 veces al dia
ASM_RSP43,1,Nunca
ASM_RSP43,10,5 o mas veces al dia
ASM_RSP43,2,1-3 veces el mes pasado
ASM_RSP43,3,1-2 veces por semana
ASM_RSP43,4,3-4 veces por semana
ASM_RSP43,5,5-6 veces por semana
ASM_RSP43,6,1 vez al dia
ASM_RSP43,7,2 veces al dia
ASM_RSP43,8,3 veces al dia
ASM_RSP43,87,No se/ no estoy segura
ASM_RSP43,88,No Contesto
ASM_RSP43,9,4 veces al dia
ASM_RSP44,1,Menos de 3/4 de taza (6 onzas)
ASM_RSP44,2,de 3/4 a 1 1/4 de taza(6-10 oz
ASM_RSP44,3,de 1 1/4 a 2 tazas(10-16 oz)
ASM_RSP44,4,Mas de 2 tazas(mas de 16 oz)
ASM_RSP44,87,No se/ no estoy segura
ASM_RSP44,88,No Contesto
ASM_RSP45,1,Menos de 1 fruta mediana
ASM_RSP45,2,1 fruta mediana
ASM_RSP45,3,2 frutas medianas
ASM_RSP45,4,Mas de 2 frutas medianas
ASM_RSP45,5,Menos de 1/2 taza
ASM_RSP45,6,como 1/2 taza
ASM_RSP45,7,como 1 taza
ASM_RSP45,8,mas de 1 taza
ASM_RSP45,87,No se/ no estoy segura
ASM_RSP45,88,No Contesto
ASM_RSP46,1,Aprox. 1/2 taza
ASM_RSP46,2,Aprox. 1 taza
ASM_RSP46,3,Aprox. 2 tazas
ASM_RSP46,4,Mas de 2 tazas
ASM_RSP46,87,No se/ no estoy segura
ASM_RSP46,88,No Contesto
ASM_RSP47,1,Orden pequena o menos
ASM_RSP47,2,Orden mediana
ASM_RSP47,3,Orden grande
ASM_RSP47,4,Extra grande o mas
ASM_RSP47,87,No se/ no estoy segura
ASM_RSP47,88,No Contesto
ASM_RSP48,1,1 papa pequena o menos
ASM_RSP48,2,1 papa mediana
ASM_RSP48,3,1 papa grande
ASM_RSP48,4,2 papas medianas o mas
ASM_RSP48,87,No se/ no estoy segura
ASM_RSP48,88,No Contesto
ASM_RSP49,1,Menos de 1/2 taza
ASM_RSP49,2,De 1/2 a 1 taza
ASM_RSP49,3,De 1 a 1 1/2 tazas
ASM_RSP49,4,Mas de 1 1/2 tazas
ASM_RSP49,87,No se/ no estoy segura
ASM_RSP49,88,No Contesto
ASM_RSP50,1,Aprox 1/4 de taza
ASM_RSP50,2,Aprox 1/2 taza
ASM_RSP50,3,Aprox 1 taza
ASM_RSP50,4,Mas de 1 taza
ASM_RSP50,87,No se/ no estoy segura
ASM_RSP50,88,No Contesto
ASM_RSP51,1,Menos de 1/2 taza
ASM_RSP51,2,1 a 2 tazas
ASM_RSP51,3,2 a 3 tazas
ASM_RSP51,4,Mas de 1 1/2 tazas
ASM_RSP51,87,No se/ no estoy segura
ASM_RSP51,88,No Contesto
ASM_RSP52,1,Menos de 1 hora a la semana
ASM_RSP52,2,1 a 2 1/2 horas a la semana
ASM_RSP52,3,3 a 4 1/2 horas a la semana
ASM_RSP52,4,5 a 6 1/2 horas a la semana
ASM_RSP52,5,7 a 8 1/2 horas a la semana
ASM_RSP52,6,9 o mas horas a la semana
ASM_RSP53,87,No se/ no estoy segura
ASM_RSP53,88,No Contesto
ASM_RSP54,1,Si
ASM_RSP54,2,No
ASM_RSP54,87,No se/No estoy segura
ASM_RSP54,88,No contesto
ASM_RSP55,1,Mexico
ASM_RSP55,2,Cuba
ASM_RSP55,3,Puerto Rico
ASM_RSP55,4,Centro America
ASM_RSP55,5,Espana
ASM_RSP55,6,Republica Dominicana
ASM_RSP55,7,America del Sur
ASM_RSP55,8,Estados Unidos
ASM_RSP55,87,No se / no estoy segura
ASM_RSP55,88,No Contesto
ASM_RSP55,9,Otro (Por favor mencione)
ASM_RSP56,87,No se / no estoy segura
ASM_RSP56,88,No Contesto
ASM_RSP57,1,Solamente espanol
ASM_RSP57,2,Mas espanol que ingles
ASM_RSP57,3,Los dos igualmente
ASM_RSP57,4,Mas ingles que espanol
ASM_RSP57,5,Solamente ingles
ASM_RSP57,6,Otro
ASM_RSP57,87,No se / no estoy segura
ASM_RSP57,88,No Contesto
ASM_RSP58,1,si
ASM_RSP58,2,no
ASM_RSP58,87,No se / no estoy segura
ASM_RSP58,88,no contesto
ASM_RSP59,1,si
ASM_RSP59,2,no
ASM_RSP59,87,no se/no estoy segura
ASM_RSP59,88,no contesto
ASM_RSP60,1,Everyday
ASM_RSP60,2,Some days
ASM_RSP60,87,I don't know
ASM_RSP60,88,Refused to answer
ASM_RSP60,99,Not at all
ASM_RSP61,1,About 1/2 cup
ASM_RSP61,2,About 1 cup
ASM_RSP61,3,About 2 cups
ASM_RSP61,4,More than 2 cups
ASM_RSP61,87,I don't know
ASM_RSP61,88,Refused to answer
ASM_RSP62,1,Less than 1/2 cup
ASM_RSP62,2,1/2 to 1 cup
ASM_RSP62,3,1 to 2 cups
ASM_RSP62,4,More than 2 cups
ASM_RSP62,87,I don't know
ASM_RSP62,88,Refused to answer
ASM_RSP63,1,About 1/4 cup
ASM_RSP63,2,About 1/2 cup
ASM_RSP63,3,About 1 cup
ASM_RSP63,4,More than 1 cup
ASM_RSP63,87,I don't know
ASM_RSP63,88,Refused to answer
ASM_RSP64,1,Nada activa
ASM_RSP64,2,Un poco activa
ASM_RSP64,3,Moderadamente activa
ASM_RSP64,4,Bastante activa
ASM_RSP64,5,Muy activa
ASM_RSP64,6,Extremadamente activa
ASM_RSP64,87,No se/ no estoy segura
ASM_RSP64,88,No contesto
ASM_RSP65,1,Nada
ASM_RSP65,2,Menos de uno
ASM_RSP65,3,De 1 a 2 tramo
ASM_RSP65,4,De 3 a 4 tramos
ASM_RSP65,5,o mas tramos
ASM_RSP65,87,No se/ no estoy segura
ASM_RSP65,88,No contesto
ASM_RSP66,1,Yes
ASM_RSP66,2,No (Go to 2)
ASM_RSP66,87,I don't know
ASM_RSP66,88,Refused to answer
ASM_RSP67,1,Yes
ASM_RSP67,2,No (Go to 3)
ASM_RSP67,87,I don't know
ASM_RSP67,88,Refused to answer
ASM_RSP68,1,Yes
ASM_RSP68,2,No (Go to 4)
ASM_RSP68,87,I don't know
ASM_RSP68,88,Refused to answer
ASM_RSP69,1,Yes
ASM_RSP69,2,No (Go to 5)
ASM_RSP69,87,I don't know
ASM_RSP69,88,Refused to answer
ASM_RSP70,1,Yes
ASM_RSP70,2,No (Go to 6)
ASM_RSP70,87,I don't know
ASM_RSP70,88,Refused to answer
ASM_RSP71,1,Yes
ASM_RSP71,2,No (Go to 7)
ASM_RSP71,87,I don't know
ASM_RSP71,88,Refused to answer
ASM_RSP72,1,Yes
ASM_RSP72,2,No (Go to 8)
ASM_RSP72,87,I don't know
ASM_RSP72,88,Refused to answer
ASM_RSP73,1,Yes
ASM_RSP73,2,No (Go to 9)
ASM_RSP73,87,I don't know
ASM_RSP73,88,Refused to answer
ASM_RSP74,1,Yes
ASM_RSP74,2,No (Go to 10)
ASM_RSP74,87,I don't know
ASM_RSP74,88,Refused to answer
ASM_RSP75,1,Yes
ASM_RSP75,2,No (Go to 11)
ASM_RSP75,87,I don't know
ASM_RSP75,88,Refused to answer
ASM_RSP76,1,Yes
ASM_RSP76,2,No (Go to 12)
ASM_RSP76,87,I don't know
ASM_RSP76,88,Refused to answer
ASM_RSP77,1,Yes
ASM_RSP77,2,No (Go to 13)
ASM_RSP77,87,I don't know
ASM_RSP77,88,Refused to answer
ASM_RSP78,1,Yes
ASM_RSP78,2,No (Go to 14)
ASM_RSP78,87,I don't know
ASM_RSP78,88,Refused to answer
ASM_RSP79,1,Yes
ASM_RSP79,2,No (Go to 15)
ASM_RSP79,87,I don't know
ASM_RSP79,88,Refused to answer
ASM_RSP80,1,Yes
ASM_RSP80,2,No (Go to 16)
ASM_RSP80,87,I don't know
ASM_RSP80,88,Refused to answer
ASM_RSP81,1,Yes
ASM_RSP81,2,No (Go to 17)
ASM_RSP81,87,I don't know
ASM_RSP81,88,Refused to answer
ASM_RSP82,1,Yes
ASM_RSP82,2,No (Go to 19)
ASM_RSP82,87,I don't know
ASM_RSP82,88,Refused to answer
ASM_RSP83,1,Yes
ASM_RSP83,2,No (Go to 20)
ASM_RSP83,87,I don't know
ASM_RSP83,88,Refused to answer
ASM_RSP84,1,Yes
ASM_RSP84,2,No (Go to 21)
ASM_RSP84,87,I don't know
ASM_RSP84,88,Refused to answer
ASM_RSP85,1,Yes
ASM_RSP85,2,No (Go to 22)
ASM_RSP85,87,I don't know
ASM_RSP85,88,Refused to answer
ASM_RSP86,1,Yes
ASM_RSP86,2,No (Go to 23)
ASM_RSP86,87,I don't know
ASM_RSP86,88,Refused to answer
ASM_RSP87,1,Yes
ASM_RSP87,2,No (Go to 24)
ASM_RSP87,87,I don't know
ASM_RSP87,88,Refused to answer
ASM_RSP88,1,Yes
ASM_RSP88,2,No (Go to 25)
ASM_RSP88,87,I don't know
ASM_RSP88,88,Refused to answer
ASM_RSP89,1,Yes
ASM_RSP89,2,No (Go to 26)
ASM_RSP89,87,I don't know
ASM_RSP89,88,Refused to answer
ASM_RSP90,1,Yes
ASM_RSP90,2,No (Go to 27)
ASM_RSP90,87,I don't know
ASM_RSP90,88,Refused to answer
ASM_RSP91,1,Yes
ASM_RSP91,2,No (Go to 28)
ASM_RSP91,87,I don't know
ASM_RSP91,88,Refused to answer
ASM_RSP92,1,Yes
ASM_RSP92,2,No
ASM_RSP92,87,I don't know
ASM_RSP92,88,Refused to answer
ASM_RSP93,1,Todos Los Dias
ASM_RSP93,2,Algunos dias
ASM_RSP93,87,No Se
ASM_RSP93,88,No Contesto
ASM_RSP93,99,Para Nada
ASM_RSP94,1,WIC/FCM/APORS
ASM_RSP94,2,FAMILY PLANNING
ASM_RSP94,3,OTHER
ASM_SH01,1,"Si, como fue recetado"
ASM_SH01,2,"Si, pero no hoy"
ASM_SH01,3,No
ASM_SH01,4,No se
ASM_SH01,5,Se nego a contestar
ASM_SH01,6,No contesto
ASM_SH01,7,No se le pregunto
ASM_SN01,1,Si
ASM_SN01,2,No (Go to 2)
ASM_SN01,87,No se/ no estoy segura
ASM_SN01,88,No contesto
ASM_SN02,1,Si
ASM_SN02,2,No (Go to 3)
ASM_SN02,87,No se/ no estoy segura
ASM_SN02,88,No contesto
ASM_SN03,1,Si
ASM_SN03,2,No (Go to 4)
ASM_SN03,87,No se/ no estoy segura
ASM_SN03,88,No contesto
ASM_SN04,1,Si
ASM_SN04,2,No (Go to 5)
ASM_SN04,87,No se/ no estoy segura
ASM_SN04,88,No contesto
ASM_SN05,1,Si
ASM_SN05,2,No (Go to 6)
ASM_SN05,87,No se/ no estoy segura
ASM_SN05,88,No contesto
ASM_SN06,1,Si
ASM_SN06,2,No (Go to 7)
ASM_SN06,87,No se/ no estoy segura
ASM_SN06,88,No contesto
ASM_SN07,1,Si
ASM_SN07,2,No (Go to 8)
ASM_SN07,87,No se/ no estoy segura
ASM_SN07,88,No contesto
ASM_SN08,1,Si
ASM_SN08,2,No (Go to 9)
ASM_SN08,87,No se/ no estoy segura
ASM_SN08,88,No contesto
ASM_SN09,1,Si
ASM_SN09,2,No (Go to 10)
ASM_SN09,87,No se/ no estoy segura
ASM_SN09,88,No contesto
ASM_SN10,1,Si
ASM_SN10,2,No (Go to 11)
ASM_SN10,87,No se/ no estoy segura
ASM_SN10,88,No contesto
ASM_SN11,1,Si
ASM_SN11,2,No (Go to 12)
ASM_SN11,87,No se/ no estoy segura
ASM_SN11,88,No contesto
ASM_SN12,1,Si
ASM_SN12,2,No (Go to 13)
ASM_SN12,87,No se/ no estoy segura
ASM_SN12,88,No contesto
ASM_SN13,1,Si
ASM_SN13,2,No (Go to 14)
ASM_SN13,87,No se/ no estoy segura
ASM_SN13,88,No contesto
ASM_SN14,1,Si
ASM_SN14,2,No (Go to 15)
ASM_SN14,87,No se/ no estoy segura
ASM_SN14,88,No contesto
ASM_SN15,1,Si
ASM_SN15,2,No (Go to 16)
ASM_SN15,87,No se/ no estoy segura
ASM_SN15,88,No contesto
ASM_SN16,1,Si
ASM_SN16,2,No (Go to 17)
ASM_SN16,87,No se/ no estoy segura
ASM_SN16,88,No contesto
ASM_SN17,87,No se/ no estoy segura
ASM_SN17,88,No contesto
ASM_SN18,1,Si
ASM_SN18,2,No (Go to 19)
ASM_SN18,87,No se/ no estoy segura
ASM_SN18,88,No contesto
ASM_SN19,1,Si
ASM_SN19,2,No (Go to 20)
ASM_SN19,87,No se/ no estoy segura
ASM_SN19,88,No contesto
ASM_SN20,1,Si
ASM_SN20,2,No (Go to 21)
ASM_SN20,87,No se/ no estoy segura
ASM_SN20,88,No contesto
ASM_SN21,1,Si
ASM_SN21,2,No (Go to 22)
ASM_SN21,87,No se/ no estoy segura
ASM_SN21,88,No contesto
ASM_SN22,1,Si
ASM_SN22,2,No (Go to 23)
ASM_SN22,87,No se/ no estoy segura
ASM_SN22,88,No contesto
ASM_SN23,1,Si
ASM_SN23,2,No (Go to 24)
ASM_SN23,87,No se/ no estoy segura
ASM_SN23,88,No contesto
ASM_SN24,1,Si
ASM_SN24,2,No (Go to 25)
ASM_SN24,87,No se/ no estoy segura
ASM_SN24,88,No contesto
ASM_SN25,1,Si
ASM_SN25,2,No (Go to 26)
ASM_SN25,87,No se/ no estoy segura
ASM_SN25,88,No contesto
ASM_SN26,1,Si
ASM_SN26,2,No (Go to 27)
ASM_SN26,87,No se/ no estoy segura
ASM_SN26,88,No contesto
ASM_SS01,1,Si
ASM_SS01,2,No
ASM_SS01,3,No se
ASM_SS02,0,0 dias (pase a la pregunta 18)
ASM_SS02,1,1 dia
ASM_SS02,2,2 dias
ASM_SS02,3,3 dias
ASM_SS02,4,4 dias
ASM_SS02,5,5 dias
ASM_SS02,6,6 dias
ASM_SS02,7,7 dias
ASM_SS02,8,No se
ASM_SS02,9,Se nego a contestar/No contest
ASM_SS03,0,0 porciones
ASM_SS03,1,1 porcion
ASM_SS03,2,2 porciones
ASM_SS03,3,3 porciones
ASM_SS03,4,4 porciones
ASM_SS03,5,5 porciones
ASM_SS03,6,6 porciones
ASM_SS03,7,7 porciones
ASM_SS03,8,No se
ASM_SS03,9,Se nego a contestar/No contest
ASM_SS04,1,Todos los dias
ASM_SS04,2,Algunos dias
ASM_SS04,3,Nunca
ASM_SS04,4,No se
ASM_SS04,5,Si
ASM_SS04,7,Se nego a contestar
ASM_SS04,8,No contesto
ASM_SS04,9,No se le pregunto
ASM_ST01,1,"Yes, as prescribed"
ASM_ST01,2,"Yes, but not today"
ASM_ST01,3,No
ASM_ST01,4,I don't know
ASM_ST01,5,Refuse to answer
ASM_ST01,6,Not answered
ASM_ST01,7,Not asked
ASM_ST02,1,Everyday
ASM_ST02,2,Some days
ASM_ST02,3,Not at all
ASM_ST02,4,I don't know
ASM_ST02,5,Yes
ASM_ST02,7,Refused
ASM_ST02,8,Not answered
ASM_ST02,9,Not asked
ASM_ST04,0,0 days (skip to 18)
ASM_ST04,1,1 day
ASM_ST04,2,2 days
ASM_ST04,3,3 days
ASM_ST04,4,4 days
ASM_ST04,5,5 days
ASM_ST04,6,6 days
ASM_ST04,7,7 days
ASM_ST04,8,Don't know
ASM_ST04,9,Refused/Not answered/Not asked
ASM_ST06,0,0 servings
ASM_ST06,1,1 serving
ASM_ST06,2,2 servings
ASM_ST06,3,3 servings
ASM_ST06,4,4 servings
ASM_ST06,5,5 servings
ASM_ST06,6,6 servings
ASM_ST06,8,Don't know
ASM_ST06,9,Refused/Not answered/Not asked
ASM_WICI25,0,&gt; 0 AND &lt; 1 HOUR/DAY
ASM_WICI25,1,1 HOUR/DAY
ASM_WICI25,2,2 HOURS/DAY
ASM_WICI25,3,3 HOURS/DAY
ASM_WICI25,4,4 HOURS/DAY
ASM_WICI25,5,5+ HOURS/DAY
ASM_WICI25,6,NONE
ASM_WICI25,9,UNKNOWN
ASMINST1_C,0,NOT APPLICABLE
ASMINST1_C,1,ACHENBACH CHILD BEHAVIOR CHECK
ASMINST1_C,2,AGES & STAGES QUESTIONNAIRE
ASMINST1_C,3,AGES & STAGES SE QUESTIONNAIRE
ASMINST1_C,4,ALBERTA INFANT MOTOR SCALE
ASMINST1_C,5,ALPERN-BOLL DEV PROFILE II
ASMINST1_C,6,ASMNT EVAL AND PROG SYS (AEPS)
ASMINST1_C,7,ASMNT OF PHONOLOGICAL PROC-R
ASMINST1_C,8,AUTISM DIAG OBSERVATION SCALE
ASMINST1_C,9,BATTELLE DEV INVENTORY (BDI)
ASMINST1_C,10,BAYLEY SCALES (BSID) - MENTAL
ASMINST1_C,11,BAYLEY SCALES (BSID) - MOTOR
ASMINST1_C,12,CALLIER-AZUSA SCALE
ASMINST1_C,13,CAREY TEMPERAMENT SCALES
ASMINST1_C,14,CAROLINA CURRICULUM
ASMINST1_C,15,CATTELL INF INTELLIGENCE SCALE
ASMINST1_C,16,CHILD DEV INVENTORY (CDI)
ASMINST1_C,17,CLINICAL ADAPTIVE TEST (CAT)
ASMINST1_C,18,CLINICAL LINGUISTIC _(CLAMS)
ASMINST1_C,19,COMM & SMBLC BHVR SCLES (CSBS)
ASMINST1_C,20,CONDITIONED PLAY AUDIOMETRY
ASMINST1_C,21,EARLY COPING INVENTORY
ASMINST1_C,22,ERLY LRNG APLSHMNT PRFL (ELAP)
ASMINST1_C,23,ERHARDT DEV TEST OF VISION
ASMINST1_C,24,ERHARDT DEV TEST OF PREHENSION
ASMINST1_C,25,FNCTNL EMTNL ASMNT SCLS (FEAS)
ASMINST1_C,26,FNCTNL IND MEASURES (WEE FIMS)
ASMINST1_C,27,GLDMN-FRISTOE TST OF ARTCLTN
ASMINST1_C,28,GROSS MTR FUNCTIONAL MEASURES
ASMINST1_C,29,HAWAII ERLY LRNG PROFL (HELP)
ASMINST1_C,30,HODSON PHONOLOGICAL SCREENING
ASMINST1_C,31,INFANT DEVELPMNT INVNTRY (IDI)
ASMINST1_C,32,INFNT-TDDLER DEVL ASSESS (IDA)
ASMINST1_C,33,INFNT TDDLER SENSORY PROFILE
ASMINST1_C,34,INFNT-TDDLER SE ASSESS (ITSEA)
ASMINST1_C,35,INSITE (FOR VISUALLY IMPAIRED)
ASMINST1_C,36,MCCARTHY COMM DEV INVNTRY
ASMINST1_C,37,MILANI-COMPARETTI
ASMINST1_C,38,MULLEN SCALES (MSEL)
ASMINST1_C,39,NON-SPEECH TEST
ASMINST1_C,40,OTOACOUSTIC EMISSIONS (OAE)
ASMINST1_C,41,PADEN PHONOLOGICAL SCREENING
ASMINST1_C,42,PEABODY DEVELPMNTL MOTOR TEST
ASMINST1_C,43,PED EVAL OF DSBLTY INV (PEDI)
ASMINST1_C,44,PLAY AUDIOMETRY
ASMINST1_C,45,PRESCHL LANG SCL (PLS) - RVSD
ASMINST1_C,46,REC EXP EMRGNT LANG SCL (REEL)
ASMINST1_C,47,REYNELL DEV LANG SCLS - AM VSN
ASMINST1_C,48,REYNELL-ZINKIN: DEV SCLS
ASMINST1_C,49,ROSETTI INF TDLR LANG SCALE
ASMINST1_C,50,SENSORIMTR PRFL (HUNT ORDINAL)
ASMINST1_C,51,SEQ INV OF COMM DEV (SICD)
ASMINST1_C,52,SKI-HI LRNG DEV SCLS (HRG IMP)
ASMINST1_C,53,SPANISH ARTCLTN MEASURE (SPAM)
ASMINST1_C,54,SPCH AWRNS THRESHOLDS (SAT)
ASMINST1_C,55,SPEECH DISCRIMINATION TEST
ASMINST1_C,56,TEST OF INF MTR PERF (TIMP)
ASMINST1_C,57,THE OREGON PROJ GLBL ASMNT TL
ASMINST1_C,58,TIME: MILLER
ASMINST1_C,59,TRNSDSCPLNRY PBA (TONI LINDER)
ASMINST1_C,60,UZGIRIS-HUNT: DUNST REVISION
ASMINST1_C,61,VINELAND ADPTV BEH SCLS (VABS)
ASMINST1_C,62,VINELAND SE ERLY CHLDHD SCALE
ASMINST1_C,63,VISUAL RNFRCMNT AUDMTRY (VRA)
ASMINST1_C,64,OTHER ASSESSMENT INSTRUMENT
ASMINST2_C,0,NOT APPLICABLE
ASMINST2_C,1,ACHENBACH CHILD BEHAVIOR CHECK
ASMINST2_C,2,AGES & STAGES QUESTIONNAIRE
ASMINST2_C,3,AGES & STAGES SE QUESTIONNAIRE
ASMINST2_C,4,ALBERTA INFANT MOTOR SCALE
ASMINST2_C,5,ALPERN-BOLL DEV PROFILE II
ASMINST2_C,6,ASMNT EVAL AND PROG SYS (AEPS)
ASMINST2_C,7,ASMNT OF PHONOLOGICAL PROC-R
ASMINST2_C,8,AUTISM DIAG OBSERVATION SCALE
ASMINST2_C,9,BATTELLE DEV INVENTORY (BDI)
ASMINST2_C,10,BAYLEY SCALES (BSID) - MENTAL
ASMINST2_C,11,BAYLEY SCALES (BSID) - MOTOR
ASMINST2_C,12,CALLIER-AZUSA SCALE
ASMINST2_C,13,CAREY TEMPERAMENT SCALES
ASMINST2_C,14,CAROLINA CURRICULUM
ASMINST2_C,15,CATTELL INF INTELLIGENCE SCALE
ASMINST2_C,16,CHILD DEV INVENTORY (CDI)
ASMINST2_C,17,CLINICAL ADAPTIVE TEST (CAT)
ASMINST2_C,18,CLINICAL LINGUISTIC _(CLAMS)
ASMINST2_C,19,COMM & SMBLC BHVR SCLES (CSBS)
ASMINST2_C,20,CONDITIONED PLAY AUDIOMETRY
ASMINST2_C,21,EARLY COPING INVENTORY
ASMINST2_C,22,ERLY LRNG APLSHMNT PRFL (ELAP)
ASMINST2_C,23,ERHARDT DEV TEST OF VISION
ASMINST2_C,24,ERHARDT DEV TEST OF PREHENSION
ASMINST2_C,25,FNCTNL EMTNL ASMNT SCLS (FEAS)
ASMINST2_C,26,FNCTNL IND MEASURES (WEE FIMS)
ASMINST2_C,27,GLDMN-FRISTOE TST OF ARTCLTN
ASMINST2_C,28,GROSS MTR FUNCTIONAL MEASURES
ASMINST2_C,29,HAWAII ERLY LRNG PROFL (HELP)
ASMINST2_C,30,HODSON PHONOLOGICAL SCREENING
ASMINST2_C,31,INFANT DEVELPMNT INVNTRY (IDI)
ASMINST2_C,32,INFNT-TDDLER DEVL ASSESS (IDA)
ASMINST2_C,33,INFNT TDDLER SENSORY PROFILE
ASMINST2_C,34,INFNT-TDDLER SE ASSESS (ITSEA)
ASMINST2_C,35,INSITE (FOR VISUALLY IMPAIRED)
ASMINST2_C,36,MCCARTHY COMM DEV INVNTRY
ASMINST2_C,37,MILANI-COMPARETTI
ASMINST2_C,38,MULLEN SCALES (MSEL)
ASMINST2_C,39,NON-SPEECH TEST
ASMINST2_C,40,OTOACOUSTIC EMISSIONS (OAE)
ASMINST2_C,41,PADEN PHONOLOGICAL SCREENING
ASMINST2_C,42,PEABODY DEVELPMNTL MOTOR TEST
ASMINST2_C,43,PED EVAL OF DSBLTY INV (PEDI)
ASMINST2_C,44,PLAY AUDIOMETRY
ASMINST2_C,45,PRESCHL LANG SCL (PLS) - RVSD
ASMINST2_C,46,REC EXP EMRGNT LANG SCL (REEL)
ASMINST2_C,47,REYNELL DEV LANG SCLS - AM VSN
ASMINST2_C,48,REYNELL-ZINKIN: DEV SCLS
ASMINST2_C,49,ROSETTI INF TDLR LANG SCALE
